ACC_NUM,EPPI ID,Short Title,Title,Journal,Year,Date Assessed,Include,Reason,Country,Geographic Region,Site details,Comparator,Wetland Class,Saline or freshwater,Disturbance Category,Disturbance Type,Restoration time period,Restoration Activity,Time Since Restoration,Study Information,Notes,Measured Outcome,Other outcome,Multivariate community composition,Univariate diversity metric,Richness,Abundance/Density,Cover,Biomass,Stem density,Litter biomass,Canopy height/Structure,Primary Productivity,Body size,Bulk density,Soil Organic Matter,Organic carbon,Cation exchange capacity,Total carbon,Phosphorus,Microbial biomass,Physiochemical soil property,Soil nutrients,Carbon mineralization,Physiochemical water properties,Plant Tissues (chemical analysis),Eddy Flux measurements,GHG Emissions,Gross Ecosystem Productivity,Hydrology,Other,,,,,,
A13,31,Anderson et al 2010,"Peat, Water and Plant Tissue Chemistry Monitoring: A Seven-Year Case-Study in a Restored Peatland",Wetlands,2010,10-Nov-23,Y,,Canada,Quebec,Bois-de-Bel,,peatland,freshwater,Biological resource use,Drained and vacuumed harvest then abandoned for 20 years,1999,"Sphagnum moss layer transfer, drainage ditch blocked, P fertilization",1 - 7 years,"Sampled restored, natural, non-restored after restoration, Peat collected at restored and non-restored sites, water samples monthly in all sites; plant tissue once a year in all three sites",,Abiotic,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,
A14,32,Anderson et al 2010,Changes in microbial community structure and function following Sphagnum peatland restoration,Soil Biology and Biochemistry,2010,10-Nov-23,Y,,Canada,Quebec,Bois-de-Bel,,peatland,freshwater,Biological resource use,Drained and vacuumed harvest then abandoned for 20 years,1999,"Sphagnum moss layer transfer, drainage ditch blocked, P fertilization",7 years,"Non-restored and restored sites sampled, at each location a trench was dug and three peat samples were collected, three replicate samples of peat layer (P 293), ",,Abiotic,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,
A14,32,Anderson et al 2010,Changes in microbial community structure and function following Sphagnum peatland restoration,Soil Biology and Biochemistry,2010,10-Nov-23,Y,,Canada,Quebec,Bois-de-Bel,,peatland,freshwater,Biological resource use,Drained and vacuumed harvest then abandoned for 20 years,1999,"Sphagnum moss layer transfer, drainage ditch blocked, P fertilization",7 years,"Non-restored and restored sites sampled, at each location a trench was dug and three peat samples were collected, three replicate samples of peat layer (P 293), ",,Vegetation,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A14,32,Anderson et al 2010,Changes in microbial community structure and function following Sphagnum peatland restoration,Soil Biology and Biochemistry,2010,10-Nov-23,Y,,Canada,Quebec,Bois-de-Bel,,peatland,freshwater,Biological resource use,Drained and vacuumed harvest then abandoned for 20 years,1999,"Sphagnum moss layer transfer, drainage ditch blocked, P fertilization",7 years,"Non-restored and restored sites sampled, at each location a trench was dug and three peat samples were collected, three replicate samples of peat layer (P 293), ",,Microbial,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A15,33,Anderson et al 2013,Nutrient mineralisation and microbial functional diversity in a restored bog approach natural conditions 10 years post restoration,Soil Biology and Biochemistry,2013,13-Nov-23,Y,,Canada,Quebec,Bois-de-Bel,,peatland,freshwater,Biological resource use,Drained and vacuumed harvest then abandoned for 20 years,1999,"Sphagnum moss layer transfer, drainage ditch blocked, P fertilization",7 years,"Restored, unrestored vegetation and bare, and natural, 14 subsites sampled monthly within the sites",,Abiotic,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
A16,40,Anderson et al 2017,Restoring Woody-Encroached Savanna and Cattail-Invaded Wetlands Using Prescribed Burning and Grazing,Masters Thesis,2017,13-Nov-23,Y,,USA,Minnesota,Sherburne National Wildlife Regufe,,marsh,freshwater,Invasive and other problematic species/genes,Invasive species (Typha),2014,"Imazapyr application, prescribed burn, cattle grazing",1-2 years,"Sampled bird communities in two wetlands in each treatment (only one for burning x herbicide and burning), Bird surveys (passive and active callbacks) during the breeding season one and two years after treatment; vegetation sampling same time as bird sampling",Chapter 1,Birds,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16,40,Anderson et al 2017,Restoring Woody-Encroached Savanna and Cattail-Invaded Wetlands Using Prescribed Burning and Grazing,Masters Thesis,2017,13-Nov-23,Y,,USA,Minnesota,Sherburne National Wildlife Regufe,,marsh,freshwater,Invasive and other problematic species/genes,Invasive species (Typha),2014,"Imazapyr application, prescribed burn, cattle grazing",1-2 years,"Sampled bird communities in two wetlands in each treatment (only one for burning x herbicide and burning), Bird surveys (passive and active callbacks) during the breeding season one and two years after treatment; vegetation sampling same time as bird sampling",Chapter 1,Vegetation,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,41,Anderson and Rooney 2019,"Differences exist in bird communities using restored and natural wetlands in the Parkland region, Alberta, Canada",Restoration Ecology,2019,13-Nov-23,Y,,Canada,Alberta,Parkland Natural Region,,marsh,freshwater,Agriculture and aquaculture,Agriculture,2005 to 2012,"DUC constructed berms, blocking agricultural surface ditches",3-10 years,,"Two year study, only 2015 (year 2) compared natural and restored wetlands",Birds,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,42,Andras et al 2020,Rewilding the small stuff: the effect of ecological restoration on prokaryotic communities of peatland soils,Microbial Ecology,2020,13-Nov-23,Y,,USA,Massachusetts,Eel River Headwaters Preserve,,wetland,freshwater,Agriculture and aquaculture,Cranberry farm,2010,"Dam/ditch/culvert removal, reconstruction stream channel and flood plain, native plants and woody debris, pit and mound excavation",4 years,"Comparison among sites, Total of 32 soil samples from 6 sites; restored sites, active cranberry farm, a retired cranberry farm, and a natural reference wetland",,Microbial,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A19,43,Anisfeld et al 1999,Sedimentation rates in flow-restricted and restored salt marshes in Long Island Sound,Estuaries,1999,13-Nov-23,Y,,USA,Connecticut,Long Island Sound,,marsh,saline,Natural system modification,Restricted flow,mid-1970s,Removal of flow restrictions,20 years,"Unrestricted(reference), restricted (anthropogenic flow restriction), restored (removal of flow restrictions), ",Rates of accretion,Abiotic,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,
A21,45,Anthony and Silver 2020,Mineralogical associations with soil carbon in managed wetland soils,Global Change Biology,2020,13-Nov-23,Y,,USA,California,Sacramento-San Joaquin Delta,,,,Agriculture and aquaculture,Drained for agriculture (corn),"1997, 2010, 2014",Reflooded,,"Restored vs degraded comparison, Three 20 m transects per site, soil cores taken at 5 m intervals along transects",,Abiotic,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
A23,47,Ardon et al 2010,Phosphorus export from a restored wetland ecosystem in response to natural and experimental hydrologic fluctuations,Journal of Geophysical Research,2010,14-Nov-23,Y,,USA,North Carolina,Timberlake Restoration Project,,swamp,freshwater,Agriculture and aquaculture,Agriculture (corn),2004-2007,"Restored hydrology (ditch filling/blocking canal/connecting flow), planting trees, disabled gate-pump",1-2 years,"Comparison among sites; experimental manipulation, Comparison among sites","Part of Great Dismal Swamp Mitigation Bank, LLC",Abiotic,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
A24,49,Armitage 2003,Community structure and trophic interactions in restored and natural estuarine mudflats: Complex trophic cascades and positive and negative effects of nutrients,PhD Thesis,2003,14-Nov-23,Y,,USA,California,Mugu Lagoon,,marsh,saline,Natural system modification,Wetland filled to upland vegetation 1950,1997-1998,"Dredged to tidal elevation, graded, planted native species",0-3 years,"Transects for perimeter of created site and natural site; along different elevation salt marsh vegetation, vegetation-mudflat interface, mudflat/tidal creek area, ",Chapter 2 published 50; only Chapter 1 here (snails),Macroinvertebrates,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A24,49,Armitage 2003,Community structure and trophic interactions in restored and natural estuarine mudflats: Complex trophic cascades and positive and negative effects of nutrients,PhD Thesis,2003,14-Nov-23,Y,,USA,California,Mugu Lagoon,,marsh,saline,Natural system modification,Wetland filled to upland vegetation 1950,1997-1998,"Dredged to tidal elevation, graded, planted native species",0-3 years,"Transects for perimeter of created site and natural site; along different elevation salt marsh vegetation, vegetation-mudflat interface, mudflat/tidal creek area, ",Chapter 2 published 50; only Chapter 1 here - may not meet our criteria? Would be right after restoration (1998) not over the time series like snails,Vegetation,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A24,49,Armitage 2003,Community structure and trophic interactions in restored and natural estuarine mudflats: Complex trophic cascades and positive and negative effects of nutrients,PhD Thesis,2003,14-Nov-23,Y,,USA,California,Mugu Lagoon,,marsh,saline,Natural system modification,Wetland filled to upland vegetation 1950,1997-1998,"Dredged to tidal elevation, graded, planted native species",0-3 years,"Transects for perimeter of created site and natural site; along different elevation salt marsh vegetation, vegetation-mudflat interface, mudflat/tidal creek area, ",Chapter 2 published 50; only Chapter 1 here - may not meet our criteria? Would be right after restoration (1998) not over the time series like snails,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A25,50,Armitage et al 2007,Wintering shorebird assemblages and behavior in restored tidal wetlands in southern California,Restoration Ecology,2007,14-Nov-23,Y,,USA,California,Mugu Lagoon,,marsh,saline,Natural system modification,Wetland filled to upland vegetation in 1950s,1995-1997,Dredged and reopened to tidal flow (5 wetlands all slightly different approaches),5-7 years,"Comparison among sites, 40 x 100 m survey plots in 5 restored sites and 5 reference sites",,Birds,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A25,50,Armitage et al 2007,Wintering shorebird assemblages and behavior in restored tidal wetlands in southern California,Restoration Ecology,2007,14-Nov-23,Y,,USA,California,Mugu Lagoon,,marsh,saline,Natural system modification,Wetland filled to upland vegetation in 1950s,1995-1997,Dredged and reopened to tidal flow (5 wetlands all slightly different approaches),5-7 years,"Comparison among sites, 40 x 100 m survey plots in 5 restored sites and 5 reference sites",,Vegetation,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26,51,Armitage et al 2014,The influence of habitat construction technique on the ecological characteristics of a restored brackish marsh,Ecological Engineering,2014,14-Nov-23,Y,,USA,Texas,Texas Parks and Wildlife Department's Old River Unit of the Lower Neches Wildlife Management Area,,marsh,freshwater,Human intrusion and disturbance,"Human activities and natural processes (e.g., hurricanes) resulted in tidal inundation that changed the freshwater wetlands","1997 & 2007, 2008","Elevation restored, plugs to limit salt water intrusion, terracing, planted with native plants",1-2 years,"Comparison among sites, 10 sampling stations at four habitat types",,Vegetation,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
A26,51,Armitage et al 2014,The influence of habitat construction technique on the ecological characteristics of a restored brackish marsh,Ecological Engineering,2014,14-Nov-23,Y,,USA,Texas,Texas Parks and Wildlife Department's Old River Unit of the Lower Neches Wildlife Management Area,,marsh,freshwater,Human intrusion and disturbance,"Human activities and natural processes (e.g., hurricanes) resulted in tidal inundation that changed the freshwater wetlands","1997 & 2007, 2008","Elevation restored, plugs to limit salt water intrusion, terracing, planted with native plants",1-2 years,"Comparison among sites, 10 sampling stations at four habitat types",,Abiotic,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
A26,51,Armitage et al 2014,The influence of habitat construction technique on the ecological characteristics of a restored brackish marsh,Ecological Engineering,2014,14-Nov-23,Y,,USA,Texas,Texas Parks and Wildlife Department's Old River Unit of the Lower Neches Wildlife Management Area,,marsh,freshwater,Human intrusion and disturbance,"Human activities and natural processes (e.g., hurricanes) resulted in tidal inundation that changed the freshwater wetlands","1997 & 2007, 2008","Elevation restored, plugs to limit salt water intrusion, terracing, planted with native plants",1-2 years,"Comparison among sites, 10 sampling stations at four habitat types",,Macroinvertebrates,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26,51,Armitage et al 2014,The influence of habitat construction technique on the ecological characteristics of a restored brackish marsh,Ecological Engineering,2014,14-Nov-23,Y,,USA,Texas,Texas Parks and Wildlife Department's Old River Unit of the Lower Neches Wildlife Management Area,,marsh,freshwater,Human intrusion and disturbance,"Human activities and natural processes (e.g., hurricanes) resulted in tidal inundation that changed the freshwater wetlands","1997 & 2007, 2008","Elevation restored, plugs to limit salt water intrusion, terracing, planted with native plants",1-2 years,"Comparison among sites, 10 sampling stations at four habitat types",,Fish,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A27,52,Armitage et al 2021,Perspectives on Maximizing Coastal Wetland Restoration Outcomes in Anthropogenically Altered Ecosystems,Estuaries and Coasts,2021,15-Nov-23,Y,,USA,Texas,Chenier Plains,,marsh,freshwater,Not specified,Not specified,2008-2011,"Excavated marshes, mound/terrace formation, native plants planted",4-7 years,"100 m transect at each site and five 1m2 plot randomly distributed along the transect, fall and spring sampling (october and april) in 2014 and 2015, ",,Vegetation,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A28,55,Artigas et al 2015,Long term carbon storage potential and CO2 sink strength of a restored salt marsh in New Jersey,Agricultural and Forest Meteorology,2015,15-Nov-23,Y,,USA,New Jersey,Secaucus High School Wetlands Enhancement Site,,marsh,saline,Invasive and other problematic species/genes,Invasive species (Phragmites),NR,"Excavated marsh sediment, constructed high marsh areas, planted native species",NR,,,Vegetation,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A28,55,Artigas et al 2015,Long term carbon storage potential and CO2 sink strength of a restored salt marsh in New Jersey,Agricultural and Forest Meteorology,2015,15-Nov-23,Y,,USA,New Jersey,Secaucus High School Wetlands Enhancement Site,,marsh,saline,Invasive and other problematic species/genes,Invasive species (Phragmites),NR,"Excavated marsh sediment, constructed high marsh areas, planted native species",NR,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,
A30,58,Ashworth 1997,Comparison between restored and reference sedge meadow wetlands in south-central Wisconsin,Wetlands,1997,15-Nov-23,Y,,USA,Wisconsin,Monona Wetland Conservancy,,marsh,freshwater,Transportation and service corridors,Highway construction,1986,"Removal of sand/foundry, replaced with wetland substrate",5 years,"Restored vs Reference sites, tratified random design of a quadrat variance sampling method; 1 m 2 quadrat was randomly located in 10 m × 10 m sections along both sides of every transect.",,Vegetation,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31,66,Badiou et al 2011,Greenhouse gas emissions and carbon sequestration potential in restored wetlands of the Canadian prairie pothole region,Wetlands Ecol Manage,2011,20-Nov-23,Y,,Canada,Prairie Pothole Region,"Alberta, Saskatchewan, Manitoba (Fig. 1, PPR)",,marsh,freshwater,Agriculture and aquaculture,Drained for agriculture,<5 or >5 years in 2003,Not stated,<5 or > 5 years,"Comparing restored vs reference sites, ",,Abiotic,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,
A34,70,Ballantine and Schneider2009,Fifty-five years of soil development in restored freshwater depressional wetlands,Ecological Applications,2009,27-Nov-23,Y,,USA,New York,NA,,marsh,freshwater,Agriculture and aquaculture,Agriculture (previously drained),"1948-1970, 1990-2005",unspecified,3-55 years,"Comparison among restored sites and reference sites, Three replicate plots in each wetland; in each plot took 1 soil core (5 cm x 15 cm) and plant biomass and litter from a 0.10m2 quadrat, litter bags with Typha angustifolia established (3 reps) collected over a year","Biomass/cores taken between July 2 and Sept 11, 2004; bags installed and collected at 14 November 2004 (63–135 days after deployment) after fall plant senescence but pre-winter; 29 April 2005 (229–301 days after deployment) in early spring when there was still some ice on the water surface; and finally in 28 August 2005 (350–422 days after deployment) ",Vegetation,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
A34,70,Ballantine and Schneider2009,Fifty-five years of soil development in restored freshwater depressional wetlands,Ecological Applications,2009,27-Nov-23,Y,,USA,New York,NA,,marsh,freshwater,Agriculture and aquaculture,Agriculture (previously drained),"1948-1970, 1990-2005",unspecified,3-55 years,"Comparison among restored sites and reference sites, Three replicate plots in each wetland; in each plot took 1 soil core (5 cm x 15 cm) and plant biomass and litter from a 0.10m2 quadrat, litter bags with Typha angustifolia established (3 reps) collected over a year","Biomass/cores taken between July 2 and Sept 11, 2004; bags installed and collected at 14 November 2004 (63–135 days after deployment) after fall plant senescence but pre-winter; 29 April 2005 (229–301 days after deployment) in early spring when there was still some ice on the water surface; and finally in 28 August 2005 (350–422 days after deployment) ",Abiotic,,,,,,,,,1,,,,1,1,,1,,,1,,1,,,,,,,,,,,,,,
A36,74,Ballantine et al 2017,Restoration of denitrification in agricultural wetlands,Ecological Engineering,2017,29-Nov-23,Y,,USA,Massachusetts,"Rocky Pond Bog, Tidmarsh Farm, Eel River Preserve","Disturbed, restored, reference",bog,freshwater,Agriculture and aquaculture,Cranberry farm,2011,"Stream reconstruction, placement of in-stream habitat features, filling artificial side channels, removal of berms/water control structures, replacement of undersized culverts",3 years,"Comparison, Soil cores in each site",Also studied an active cranberry farm,Abiotic,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,
A37,79,Bart and Davenport 2015,The influence of legacy impacted seed banks on vegetation recovery in a post-agricultural fen complex,Wetlands Ecol Manage,2015,29-Nov-23,Y,,USA,Wisconsin,Vail-Farm,"Reference, Restored",fen,freshwater,Agriculture and aquaculture,Agricultural conversion,1998,Tile drains broken,13 years,"Comparison, Stratified random design","Conducted a seedbank study, Table 2",Vegetation,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A37,79,Bart and Davenport 2015,The influence of legacy impacted seed banks on vegetation recovery in a post-agricultural fen complex,Wetlands Ecol Manage,2015,29-Nov-23,Y,,USA,Wisconsin,Vail-Farm,"Reference, Restored",fen,freshwater,Agriculture and aquaculture,Agricultural conversion,1998,Tile drains broken,13 years,"Comparison, Stratified random design",,Abiotic,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
A40,83,Bartolucci et al 2021,Restoration of retired agricultural land to wetland mitigates greenhouse gas emissions,,2021,29-Nov-23,Y,,USA,Massachusetts,"Mass Audubon Tidmarsh Wildlife Sanctuary, Eel River, Sphagnum Bog (ref)","Reference, Restored",bog,freshwater,Agriculture and aquaculture,Cranberry farm,2010 and 2015,"MATWS: Dams and water control structures removed, culvert replaced/stream channel restored, large trunks/pieces distributed, and 30k wetland species were planted, Eel River: removal of dam and restoral of original hydrology"," 1 year (MATWS), 6 years (Eel River)","Comparison, Every 2 weeks at each site GHG emissions using static chambers and also collected soil parameters and SOM and bulk density",,Abiotic,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,,,,
A41,86,Basiliko et al 2013,"Controls on bacterial and archaeal community structure and greenhouse gas production in natural, mined, and restored Canadian peatlands",Frontiers in Microbiology,2015,30-Nov-23,Y,,Canada,"Quebec, New Brunswick","Riviere du Loup (QC), Shippagan (NB)","Reference, Restored",peatland,freshwater,Biological resource use,Mined for peat,Unclear,Abandonment or re-flooding,30 years,"Comparison, Samples taken from site and analyzed in the lab",Poor reporting overall on the details of the actual study,Microbial,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A43,90,Bauer et al 2003,Mycorrhizal colonization across hydrologic gradients in restored and reference freshwater wetlands,Wetlands,2003,30-Nov-23,Y,,USA,Indiana,NA,"Reference, Restored",marsh,freshwater,Agriculture and aquaculture,Agriculture,1994,Removed drainage tiles,4 years,"Comparison, Cores collected in 1998 to analyse soil nutrients, three permanent transects perpendicular to the shoreline and subdivided into 3 hydrologic zones and soil cores were taken in each vegetation zone",,Mycorrhizae/fungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Root colonization,,,,,,
A47,98,Beas 2011,Chapter 2: SEED BANK RESPONSES TO WETLAND RESTORATION: DO RESTORED WETLANDS RESEMBLE REFERENCE CONDITIONS FOLLOWING SEDIMENT REMOVAL?,PhD Thesis,2011,30-Nov-23,Y,See Beas et al. 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A48,99,Beas et al 2011,Effects of sediment removal on vegetation communities in Rainwater Basin playa wetlands,Journal of Environmental Management,2011,30-Nov-23,Y,,USA,Nebraska,Central Loess Plains,"Disturbed, restored, reference",marsh,freshwater,Agriculture and aquaculture,Agriculture,1997-2008,Removing sediment and grading wetland to restore hydrology,1-12 years,"Comparison, Vegetation sampling once a month from June to August 2008-2009 using step-point surveys along two parallel transects",,Vegetation,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A49,100,Beas et al. 2013,Seed bank responses to wetland restoration: Do restored wetlands resemble reference conditions following sediment removal?,Aquatic Botany,2013,30-Nov-23,Y,,USA,Nebraska,Central Loess Plains,"Disturbed, restored, reference",marsh,freshwater,Agriculture and aquaculture,Agriculture,1997-2008,Removing sediment and grading wetland to restore hydrology,1-12 years,"Comparison, Soil cores from wetlands that were then grown in an germination experiment",Seedbank study,Vegetation,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A50,101,Beas and Smith 2014,Amphibian Community Responses to Playa Restoration in the Rainwater Basin,Wetlands,2014,30-Nov-23,Y,,USA,Nebraska,Central Loess Plains,"Disturbed, restored, reference",marsh,freshwater,Agriculture and aquaculture,Agriculture,1997-2008,Removing sediment and grading wetland to restore hydrology,2-11 years,"Comparison, Sampled amphibian larval and adults via dip netting, noctural calls and random encounters",Weird they only did species richness,Amphibians,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A51,105,Begley et al 2012,"A COMPARISON OF RESTORED AND NATURAL WETLANDS AS HABITAT FOR BIRDS IN THE PRAIRIE POTHOLE REGION OF SASKATCHEWAN, CANADA",The Raffles Bulletin of Zoology,2012,30-Nov-23,Y,,Canada,Saskatchewan,Prairie Pothole Region,"Reference, Restored",marsh,freshwater,Agriculture and aquaculture,Agriculture,1992-1997,Ditch plugs,3-8 years,"Comparison, Sampled birds from May - June using callbacks, basic measurements of habitat recorded",,Vegetation,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
